league,season,team,player,pos,age,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Performance_Int,Performance_TklW,Performance_Fls,Performance_Fld,Int_p90,TklW_p90,pct_Playing Time_Min,pct_Playing Time_90s,pct_Performance_Gls,pct_Performance_Ast,pct_Per 90 Minutes_Gls,pct_Per 90 Minutes_Ast,pct_Standard_Sh,pct_Standard_SoT,pct_Standard_SoT%,pct_Standard_Sh/90,pct_Standard_SoT/90,pct_Standard_G/Sh,pct_Performance_Int,pct_Performance_TklW,pct_Performance_Fls,pct_Performance_Fld,pct_Int_p90,pct_TklW_p90
ENG-Premier League,2425,Ipswich Town,Harry Clarke,DF,23,379,4.2,0,0,0.0,0.0,1,1,100.0,0.24,0.24,0.0,3,3,5,1,0.7142857142857143,0.7142857142857143,8.4,8.4,28.7,26.8,28.7,26.8,7.1,30.3,98.7,16.8,78.7,28.1,7.1,4.5,13.5,4.8,28.4,24.8
ENG-Premier League,2425,Ipswich Town,Jack Clarke,MF,23,1181,13.1,0,4,0.0,0.3,17,2,11.8,1.3,0.15,0.0,7,18,16,23,0.5343511450381679,1.3740458015267176,35.4,35.2,13.0,76.3,13.0,89.8,38.5,16.4,8.3,45.6,17.7,13.3,32.0,48.7,38.5,54.9,41.1,69.3
ENG-Premier League,2425,Ipswich Town,Jack Taylor,MF,26,860,9.6,1,0,0.1,0.0,19,4,21.1,1.99,0.42,0.05,9,11,16,5,0.9375,1.1458333333333335,25.0,25.3,36.2,12.8,44.3,12.8,43.2,29.7,20.3,74.5,48.4,34.1,43.5,29.4,38.5,9.4,71.9,52.6
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,DF,23,2205,24.5,1,0,0.04,0.0,10,4,40.0,0.41,0.16,0.1,21,22,16,21,0.8571428571428571,0.8979591836734694,69.0,69.0,68.4,26.8,65.8,26.8,58.7,72.9,74.2,40.0,61.3,73.8,62.6,63.5,56.1,81.3,44.5,41.9
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,MF,22,474,5.3,2,0,0.38,0.0,12,6,50.0,2.28,1.14,0.17,8,7,8,10,1.509433962264151,1.3207547169811322,6.8,6.8,53.1,12.8,91.4,12.8,24.5,42.4,92.7,81.2,91.9,87.5,38.0,16.4,14.8,23.7,94.8,65.6
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,MF,24,1959,21.8,1,1,0.05,0.05,12,1,8.3,0.55,0.05,0.08,29,22,23,22,1.3302752293577982,1.0091743119266054,59.9,60.7,36.2,35.4,31.2,29.7,24.5,9.4,6.5,10.4,7.8,53.9,91.1,58.9,57.0,52.9,90.1,45.8
ENG-Premier League,2425,Ipswich Town,Julio Enciso,MF,20,869,9.7,2,3,0.21,0.31,32,11,34.4,3.31,1.14,0.06,1,9,9,21,0.10309278350515465,0.9278350515463918,26.0,26.0,53.1,67.4,69.3,91.7,64.8,67.2,57.8,93.8,91.9,40.1,3.6,23.4,18.8,50.8,3.1,39.1
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,MF,28,1237,13.7,0,0,0.0,0.0,11,2,18.2,0.8,0.15,0.0,18,20,28,21,1.3138686131386863,1.4598540145985401,36.5,36.5,13.0,12.8,13.0,12.8,21.1,16.4,15.6,23.4,17.7,13.3,70.3,53.1,65.1,50.8,89.6,70.3
ENG-Premier League,2425,Ipswich Town,Leif Davis,DF,24,2743,30.5,1,2,0.03,0.07,16,2,12.5,0.52,0.07,0.06,25,28,26,31,0.819672131147541,0.9180327868852459,80.6,80.6,68.4,84.8,60.6,75.5,78.1,46.5,25.8,59.4,31.3,62.9,74.5,73.2,82.9,90.0,40.0,43.2
ENG-Premier League,2425,Ipswich Town,Liam Delap,FW,21,2593,28.8,12,2,0.42,0.07,68,32,47.1,2.36,1.11,0.15,2,8,72,51,0.06944444444444445,0.2777777777777778,87.5,87.5,84.8,50.9,62.5,29.5,81.2,83.0,82.1,48.2,59.8,63.4,34.8,56.2,100.0,95.5,19.6,23.2
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,DF,25,1187,13.2,0,0,0.0,0.0,1,0,0.0,0.08,0.0,0.0,21,6,5,2,1.590909090909091,0.4545454545454546,40.6,40.6,28.7,26.8,28.7,26.8,7.1,11.3,10.3,3.9,11.3,28.1,62.6,16.5,13.5,11.0,92.3,5.8
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,MF,26,702,7.8,2,0,0.26,0.0,13,8,61.5,1.67,1.03,0.15,4,4,4,13,0.5128205128205129,0.5128205128205129,15.6,15.9,53.1,12.8,77.9,12.8,28.1,55.2,98.4,61.5,85.7,84.1,16.4,7.6,4.2,31.8,38.3,11.2
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,MF,20,2583,28.7,3,2,0.1,0.07,45,19,42.2,1.57,0.66,0.07,11,13,31,46,0.3832752613240418,0.4529616724738676,79.7,79.7,64.8,54.2,44.3,35.9,81.5,87.5,78.1,54.9,66.7,47.1,52.9,35.7,70.8,85.9,22.4,7.8
ENG-Premier League,2425,Ipswich Town,Sam Morsy,MF,32,2751,30.6,1,1,0.03,0.03,13,3,23.1,0.43,0.1,0.08,28,39,48,27,0.9150326797385621,1.2745098039215685,85.4,85.4,36.2,35.4,26.6,26.0,28.1,22.7,24.7,7.3,12.0,53.9,89.6,87.8,90.9,64.3,69.3,62.0
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,MF,28,992,11.0,4,0,0.36,0.0,21,12,57.1,1.91,1.09,0.19,5,12,9,8,0.45454545454545453,1.0909090909090908,29.2,29.2,74.0,12.8,89.8,12.8,47.7,71.1,96.1,70.3,89.1,94.3,21.9,32.6,18.8,16.7,29.7,50.0
ENG-Premier League,2425,Ipswich Town,Wes Burns,MF,29,926,10.3,0,1,0.0,0.1,7,1,14.3,0.68,0.1,0.0,10,11,4,11,0.9708737864077669,1.0679611650485437,27.1,27.1,13.0,35.4,13.0,45.6,11.2,9.4,10.4,16.9,12.0,13.3,47.9,29.4,4.2,26.8,74.5,49.5
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,MF,20,579,6.4,0,2,0.0,0.31,13,5,38.5,2.02,0.78,0.0,4,15,11,20,0.625,2.34375,10.4,10.4,13.0,54.2,13.0,91.7,28.1,36.5,71.6,75.0,74.7,13.3,16.4,41.4,22.9,48.7,49.2,96.9
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MF,20,2182,24.2,2,3,0.08,0.12,30,7,23.3,1.24,0.29,0.07,5,30,30,13,0.2066115702479339,1.2396694214876034,67.2,67.2,53.1,67.4,38.5,53.4,62.5,49.2,25.5,41.9,33.3,47.1,21.9,75.0,68.8,31.8,7.8,60.4
ENG-Premier League,2425,Leicester City,Bobby De Cordova-Reid,MF,31,744,8.3,1,2,0.12,0.24,7,3,42.9,0.85,0.36,0.14,1,3,8,9,0.12048192771084336,0.36144578313253006,18.2,18.0,36.2,54.2,50.8,85.4,11.2,22.7,81.2,25.8,40.6,79.7,3.6,3.6,14.8,20.1,3.6,5.7
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,MF,25,2171,24.1,0,0,0.0,0.0,7,0,0.0,0.29,0.0,0.0,27,19,24,23,1.120331950207469,0.7883817427385892,66.7,66.7,13.0,12.8,13.0,12.8,11.2,2.9,2.9,2.9,2.9,13.3,87.5,51.3,59.1,54.9,80.7,30.7
ENG-Premier League,2425,Leicester City,Caleb Okoli,DF,23,1125,12.5,1,0,0.08,0.0,4,2,50.0,0.32,0.16,0.25,15,14,16,9,1.2,1.12,38.1,37.7,68.4,26.8,84.2,26.8,28.1,46.5,88.1,25.2,61.3,91.7,48.1,42.6,56.1,48.1,75.5,57.4
ENG-Premier League,2425,Leicester City,Conor Coady,DF,31,1714,19.0,1,0,0.05,0.0,2,2,100.0,0.11,0.11,0.5,12,9,8,3,0.631578947368421,0.47368421052631576,54.8,54.5,68.4,26.8,70.3,26.8,15.5,46.5,98.7,5.5,43.9,99.0,40.3,29.0,28.1,17.4,19.4,7.7
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,MF,19,1523,16.9,5,2,0.3,0.12,36,12,33.3,2.13,0.71,0.14,13,33,36,35,0.7692307692307693,1.9526627218934913,42.7,42.7,80.2,54.2,84.4,53.4,71.1,71.1,53.6,77.1,71.1,79.7,60.9,80.2,77.1,77.3,59.4,90.6
ENG-Premier League,2425,Leicester City,Harry Winks,MF,28,1538,17.1,0,2,0.0,0.12,10,4,40.0,0.59,0.23,0.0,8,10,9,13,0.4678362573099415,0.5847953216374269,43.2,43.2,13.0,54.2,13.0,53.4,18.2,29.7,74.5,13.5,27.3,13.3,38.0,26.3,18.8,31.8,32.8,17.7
ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,GK,23,900,10.0,0,0,0.0,0.0,0,0,,0.0,0.0,,0,1,0,0,0.0,0.1,29.4,29.4,51.5,44.1,51.5,44.1,48.5,51.5,,48.5,51.5,,41.2,75.0,32.4,10.3,41.2,94.1
ENG-Premier League,2425,Leicester City,James Justin,DF,26,2912,32.4,2,2,0.06,0.06,25,7,28.0,0.77,0.22,0.08,44,38,28,44,1.3580246913580247,1.1728395061728396,83.9,83.9,86.5,84.8,76.8,72.6,93.2,90.6,53.0,80.3,74.5,69.9,96.1,88.7,88.1,97.7,85.2,61.3
ENG-Premier League,2425,Leicester City,Jamie Vardy,FW,37,2823,31.4,9,4,0.29,0.13,58,26,44.8,1.85,0.83,0.14,5,12,27,23,0.15923566878980894,0.3821656050955414,96.4,96.4,70.5,77.7,35.7,51.8,69.6,76.8,73.2,17.9,33.0,56.2,71.4,76.8,69.6,61.6,35.7,26.8
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DF,31,1391,15.5,0,0,0.0,0.0,3,2,66.7,0.19,0.13,0.0,15,10,12,4,0.967741935483871,0.6451612903225806,45.8,45.8,28.7,26.8,28.7,26.8,22.6,46.5,96.4,11.0,50.3,28.1,48.1,31.6,47.4,23.9,60.0,16.8
ENG-Premier League,2425,Leicester City,Jordan Ayew,MF,32,1638,18.2,5,0,0.27,0.0,32,10,31.3,1.76,0.55,0.13,11,14,30,58,0.6043956043956045,0.7692307692307693,47.4,47.4,80.2,12.8,80.2,12.8,64.8,64.3,45.3,64.1,57.8,74.2,52.9,38.8,68.8,96.1,47.9,28.6
ENG-Premier League,2425,Leicester City,Kasey McAteer,MF,22,852,9.5,1,1,0.11,0.11,13,7,53.8,1.37,0.74,0.08,2,15,18,15,0.21052631578947367,1.5789473684210527,23.4,24.0,36.2,35.4,47.4,49.2,28.1,49.2,93.8,48.2,73.2,53.9,7.8,41.4,45.3,34.9,8.3,79.2
ENG-Premier League,2425,Leicester City,Luke Thomas,DF,23,1110,12.3,0,0,0.0,0.0,5,0,0.0,0.41,0.0,0.0,20,25,16,10,1.6260162601626016,2.0325203252032518,36.1,35.8,28.7,26.8,28.7,26.8,35.2,11.3,10.3,40.0,11.3,28.1,59.4,68.1,56.1,51.9,94.2,97.4
ENG-Premier League,2425,Leicester City,Mads Hermansen,GK,24,2385,26.5,0,0,0.0,0.0,0,0,,0.0,0.0,,0,1,0,3,0.0,0.03773584905660377,55.9,55.9,51.5,44.1,51.5,44.1,48.5,51.5,,48.5,51.5,,41.2,75.0,32.4,61.8,41.2,76.5
ENG-Premier League,2425,Leicester City,Oliver Skipp,MF,23,1129,12.5,0,0,0.0,0.0,5,1,20.0,0.4,0.08,0.0,12,4,21,13,0.96,0.32,32.8,32.8,13.0,12.8,13.0,12.8,7.3,9.4,17.7,4.7,9.4,13.3,57.0,7.6,54.2,31.8,74.0,4.2
